user_id,first_name,last_name,membership_tier,lifetime_miles_earned,current_miles_balance,amazing_lounges_member
U10383,Audrey,Greene,Basic,13548,3072,0
U38963,Robin,Yep,Basic,3565,2125,0
U64846,Michele,Bryan,Basic,19150,18408,0
U52377,Christine,Jarvis,Basic,15629,6601,0
U24824,Victoria,Keatley,Basic,16320,1945,0
U56311,Joyce,Sauer,Basic,36383,25128,0
U57208,Audrey,Singmaster,Basic,61822,5875,0
U18663,Bruce,Fleischman,Basic,4854,196,0
U36756,Walter,Berry,Basic,58368,40565,0
U44901,Joan,Stead,Basic,65123,49673,0
U16853,Kathi,Bennett,Basic,42481,6992,0
U19351,Jane,Hubbard,Basic,30378,3349,0
U27909,Christina,Gates,Basic,69559,59686,0
U14878,Hilda,Raskin,Basic,58693,58693,0
U79757,Marjorie,Hamilton,Basic,67804,32079,0
U47183,Madeleine,Rourke,Basic,32448,26625,0
U16448,Lynne,Tietjens,Basic,17882,8248,0
U67284,Rhoda,Woodson,Basic,44922,44922,0
U13623,Norma,Colum,Basic,33120,33120,0
U54255,Francis,Hunt,Basic,51257,51257,0
U11064,Cornelia,Henkes,Basic,60701,53666,0
U81945,Jason,Daugherty,Basic,73992,50397,0
U28428,Jacqueline,Timberlake,Basic,15470,15470,0
U68442,Carl,Timberlake,Basic,24808,24808,0
U14370,Ashley,North,Basic,26874,23461,0
U85852,Harold,Highwater,Basic,11267,9927,0
U14168,Clara,Leslie,Basic,35061,25314,0
U58549,Ester,Jarrell,Basic,53301,20534,0
U24292,Phyllis,Craft,Basic,68479,68479,0
U11803,Alan,Schaefer,Basic,59313,19715,0
U59348,Doris,Lincoln,Basic,32496,1989,0
U57541,Ursula,Singmaster,Basic,7384,6669,0
U38008,Sylvia,Nelson,Basic,60610,13315,1
U46962,Bernard,Lindquist,Basic,1689,1397,0
U20013,Cyrus,Armstrong,Basic,74335,74335,1
U93183,Dhan,Stolz,Basic,51205,1935,0
U36444,Betsy,Willem,Basic,62173,1645,0
U25068,Paul,Krumgold,Basic,31860,31860,0
U61854,Bette,Bond,Basic,13347,1047,0
U99400,Eric,Keller,Basic,60981,60981,0
U69298,Ursula,Lobel,Basic,12259,6404,0
U45593,Sarah,Gold,Basic,51293,46160,0
U54239,Bruce,Bontemps,Basic,56976,20473,0
U56822,Stephanie,Lawson,Basic,21173,1367,1
U81629,Suzanne,Gurko,Basic,42531,42531,0
U71131,Laura,Choldenko,Basic,14734,12738,0
U98786,Elinor,Kinnan,Basic,17999,17999,0
U13657,Eva,Law,Elite,120658,87795,0
U35236,Cynthia,Paterson,Basic,9414,9414,0
U72871,Anne,Kinnan,Basic,62237,29135,0
U15533,Jack,New,Basic,33580,30340,0
U97037,Julius,Steig,Basic,71044,17805,0
U69646,Megan,Phillip,Basic,53377,53377,0
U57877,Marguerite,Nic,Basic,36233,267,0
U93397,Polly,Nolan,Basic,27697,27697,0
U64681,Elizabeth,Gertrude,Basic,30083,27213,0
U31073,Marilyn,Kelly,Basic,53444,40028,0
U46568,Jamake,Miller,Basic,10482,1548,0
U46686,Nancy,Whalen,Basic,71097,17870,0
U77960,Polly,Bell,Basic,23819,23819,0
U77248,Sheila,Lin,Basic,30751,27880,0
U98402,Aranka,Gopal,Basic,9478,1886,0
U72722,Vince,Turnage,Basic,19444,9169,0
U51089,Hildegarde,Henry,Basic,39919,13467,0
U50925,Margi,Yelchin,Basic,65662,65662,0
U82393,Joan,Seredy,Basic,59927,59927,0
U76720,Carol,Nolan,Basic,20253,20253,0
U37094,Marguerite,Soontornvat,Basic,23296,23296,0
U57073,Shannon,Hawes,Basic,22620,19617,0
U62845,Irene,Engle,Basic,30242,12110,0
U17994,Bill,Stong,Basic,73760,73760,0
U48368,Walter,Gold,Elite,76306,16752,0
U76615,Eugene,Hiaasen,Basic,35414,24400,0
U21906,Jane,Coman,Elite,82423,54061,0
U94133,Jeanette,Basil,Basic,68272,68272,0
U61883,Phyllis,Bontemps,Basic,44065,9758,0
U67208,Marjorie,Yates,Elite,121974,64922,1
U73802,Sharon,Lindquist,Basic,35568,24318,0
U95466,Elinor,Basil,Basic,53052,13979,0
U17610,Lauren,Roe,Basic,3702,2147,0
U35956,Vince,Crannell,Basic,33456,33456,0
U86744,Renée,Ingalls,Basic,63414,63414,0
U96744,Grace,Lawson,Basic,52437,15122,0
U63697,George,Paul,Basic,33052,33052,0
U13837,Gerald,Janet,Basic,38265,38265,0
U56421,Rhoda,Brittain,Basic,67278,1353,0
U97626,Veera,Bauer,Basic,52245,22734,0
U55242,Cynthia,Schoenherr,Basic,31920,26150,0
U74291,Amy,Montgomery,Basic,39611,38327,0
U86825,Virginia,Best,Basic,33699,29405,0
U68873,Margi,George,Basic,23656,9910,0
U80883,Christina,Barnhill,Basic,72867,72867,0
U45346,Katherine,Appelt,Basic,22609,22160,0
U71449,Timothy,Gold,Basic,30884,5518,0
U31209,Annie,Stead,Basic,400,373,0
U51033,Mabel,Boston,Basic,65031,65031,0
U87669,Gennifer,Gidwitz,Basic,23989,22312,1
U67044,Richard,Snedeker,Basic,67369,67369,0
U40156,Esther,Dean,Basic,27892,27892,0
U63198,Eloise,Rhoads,Basic,46208,37366,0
U58124,Zilpha,Soontornvat,Basic,42691,42691,0
U63398,Jennifer,Lindquist,Basic,74541,74541,0
U91566,Hugh,Blumberg,Basic,47410,15046,0
U19265,Fred,Lasky,Basic,39103,30868,0
U47150,Dave,McGraw,Basic,72178,33099,0
U12344,Vince,Crawford,Basic,3566,2668,0
U92588,Hilda,Lasky,Basic,961,87,0
U39383,Gail,Choldenko,Basic,72037,72037,0
U19807,Leo,Wu,Basic,69709,33824,0
U52322,Zilpha,Hallock,Basic,33114,28698,0
U52163,Jason,Sawyer,Basic,24708,24708,0
U35081,Mavis,Young,Basic,37902,37902,0
U79143,Dhan,McKay,Basic,33731,22929,0
U43558,Jane,Ryrie,Basic,50600,11775,0
U79136,Marion,Creech,Basic,62756,18818,0
U62875,Joyce,Taylor,Basic,63587,63587,0
U86237,Kwame,Paulsen,Basic,46336,13965,0
U22634,Sorche,Gould,Basic,52744,52744,0
U48771,Carole,Coman,Basic,63184,23863,0
U21617,Genevieve,Kelly,Basic,14840,2788,0
U36376,Laurence,Keatley,Basic,29603,29571,0
U45229,James,MacLachlan,Basic,3010,1100,0
U66444,Christina,Adams,Basic,65838,57015,1
U19107,Thanhha,Gaylord,Basic,30451,13605,0
U30450,Maia,Babbitt,Basic,39609,16036,0
U92158,Michele,Courlander,Basic,59994,24632,0
U55070,Ingrid,Caudill,Basic,53270,53270,1
U50672,Eva,Maxwell,Basic,74441,62596,0
U90469,Genevieve,Gurko,Basic,4417,4417,0
U54027,Ian,Dejong,Basic,50982,50982,0
U94739,Ashley,Bauer,Basic,6544,3121,0
U41883,Lois,North,Basic,69260,69260,0
U86089,Eloise,dePaola,Basic,26364,15750,0
U80033,Jason,Colum,Basic,29144,29144,0
U19336,Alida,Blumberg,Basic,57941,57941,0
U46989,Veera,Besterman,Basic,49001,17098,0
U66729,Nancy,New,Basic,14642,3088,0
U43046,Eloise,Best,Basic,51333,51333,0
U17011,Jim,Carson,Basic,8488,8488,0
U68144,Joyce,Weil,Basic,32972,10607,0
U33097,Mabel,McKay,Basic,48172,32030,0
U54032,Veera,Savage,Basic,47611,1233,0
U26135,Gerald,Nelson,Basic,41146,36040,0
U55865,Sheila,Hewes,Basic,53028,53028,0
U14902,Erin,Patron,Basic,29665,3161,0
U47379,Mavis,Keatley,Basic,65541,5419,0
U93715,Eleanor,Lewis,Basic,6422,6138,1
U47755,Ian,Enright,Basic,62652,51516,1
U65350,Eva,Sawyer,Elite,118654,75960,1
U83161,Robin,Cleary,Basic,65651,65651,0
U70693,Ludwig,Ullman,Basic,48428,48428,0
U24183,Arnold,Paul,Basic,56878,17302,0
U64234,Margarita,Bemelmans,Basic,32300,22140,0
U30660,Sylvia,Snedeker,Basic,74555,1080,0
U36832,Margarita,Brittain,Basic,1105,755,1
U28631,Virginia,Blumberg,Basic,40252,1440,0
U79208,David,Muñoz,Basic,43922,5547,0
U79069,Sheila,Miller,Basic,7695,599,0
U39678,Patricia,Preus,Basic,6492,6492,0
U88520,Gennifer,Turnage,Basic,19811,7437,0
U15454,Kate,Carson,Basic,8446,1869,0
U57597,Katherine,Gates,Basic,16844,8721,0
U51152,Thanhha,Marie,Basic,53108,494,1
U94315,Christina,Allee,Basic,57588,29857,0
U65859,Elsie,Voigt,Basic,72244,1711,0
U13097,Nancy,Schoenherr,Basic,9074,9074,0
U70713,Monica,Schaefer,Basic,8670,8670,0
U76501,Francis,Burglon,Basic,68692,24281,0
U98278,Cynthia,Fisher,Basic,28172,28172,0
U70227,Florence,Schoenherr,Basic,12484,8122,0
U19360,Esther,Neville,Basic,2172,1028,0
U64994,Jerry,Medina,Basic,59085,50269,0
U25564,David,North,Basic,29155,9469,0
U31503,Kathryn,McKay,Basic,5548,3867,0
U86934,Carol,Borton,Basic,56632,40067,0
U64838,Madeleine,O'Dell,Basic,4385,356,0
U22386,Polly,Patron,Basic,49729,49729,0
U79916,Renée,Whalen,Basic,29696,28974,0
U58993,Karen,Estes,Basic,45921,22198,0
U75642,Sorche,Borton,Basic,33741,25503,0
U59981,Adam,McGraw,Basic,39770,16408,0
U27684,Catherine,Moon,Basic,53204,16241,0
U58775,Alice,McKay,Basic,17576,2734,0
U83282,Pam,Gipson,Elite,88473,35103,0
U25178,Mary,Crannell,Basic,35909,35909,0
U72417,Ralph,Rhoads,Basic,4508,4508,0
U56357,Julia,Dane,Basic,66357,66357,0
U93148,Elizabeth,Barnhill,Basic,51829,41221,0
U49793,Eric,Jarrell,Basic,47459,42158,0
U84292,Wanda,Jukes,Basic,2942,2942,0
U33113,Dhan,Estes,Basic,43519,32441,0
U14987,Marguerite,White,Basic,53970,8171,1
U36304,Natalie,Jewett,Basic,63086,35196,0
U14273,Miska,Selden,Basic,44005,3836,0
U62463,Jason,Sorensen,Basic,54673,36107,0
U35165,Caroline,Richard,Basic,62059,51106,0
U93661,Fred,Bennett,Basic,43723,796,0
U66659,Gail,Hays,Basic,45485,28427,0
U49161,Veera,Savage,Basic,37086,26440,0
U56067,Beverly,Larson,Basic,52315,3707,0
U19887,Holly,Hewes,Basic,30976,6265,0
U16953,Anne,Gidwitz,Basic,17413,9538,0
U17771,Marguerite,Carroll,Basic,49652,14517,0
U80506,Jerry,Kherdian,Basic,69590,69590,0
U60481,Florence,Engle,Basic,40083,23213,0
U28760,Ralph,Coblentz,Basic,60120,60120,1
U35040,Lois,McKay,Basic,35562,34937,0
U85948,Joseph,Robinson,Basic,427,427,0
U25690,Francis,Farmer,Basic,24062,24062,0
U60961,Steve,Muñoz,Basic,144,81,0
U30562,Jamake,Gidwitz,Basic,24561,24561,0
U17854,Joseph,Lowry,Basic,60080,34680,0
U78878,Katherine,Gipson,Basic,37676,37676,0
U40100,Jean,Rhoads,Basic,31406,2055,0
U82339,Holly,Gipson,Basic,58726,17742,0
U11557,Mabel,Rourke,Basic,1167,1167,0
U30709,Natalie,Lord,Basic,8480,5141,0
U46580,Jacqueline,Timberlake,Basic,612,353,0
U10278,Ester,Maxwell,Basic,34447,6267,0
U59335,Alan,Henkes,Basic,73128,60255,1
U12570,Margery,Bianco,Basic,41644,41644,0
U65929,Jeanette,Jarrell,Basic,54683,42364,0
U70066,Will,Muñoz,Basic,48319,46760,0
U46938,Joyce,dePaola,Basic,27095,5327,0
U51788,Walter,Fritz,Basic,27687,13330,0
U14940,Bette,Swift,Basic,4765,4765,0
U13057,Bill,McKissack,Basic,15911,4266,0
U31743,David,Coolidge,Basic,61591,30875,0
U68727,Nicholas,Gertrude,Basic,18635,1032,0
U44011,Phyllis,Lauber,Basic,67932,33317,0
U36584,Megan,Willem,Basic,24725,6744,0
U57957,Ian,Coatsworth,Basic,59448,9299,0
U14532,Monica,Bryan,Basic,35759,35759,0
U22369,Ashley,Hewes,Basic,24798,13479,0
U96683,Gail,Tietjens,Basic,19934,19934,1
U82539,Timothy,New,Basic,13775,13775,0
U62374,Mildred,Fisher,Basic,37193,4378,0
U33561,Laurence,Alexander,Basic,32652,2621,0
U56847,Gerald,Gilbert,Elite,119483,80462,0
U77630,Hendrik,Von,Basic,3499,3499,0
U89958,Timothy,Jones,Basic,71603,54552,0
U10486,Margery,Hurd,Basic,36865,1574,0
U25270,Jeanette,Bryan,Basic,10986,10754,0
U86507,Arna,Keith,Basic,22736,22736,0
U28089,Julius,Lindquist,Basic,20253,13476,0
U57207,Michele,Amy,Basic,42554,18137,0
U24732,Dave,Siegal,Basic,22737,22737,0
U32202,Timothy,Larson,Basic,31074,31074,0
U14111,Arnold,Amy,Basic,54517,28130,0
U75090,Leo,Paterson,Basic,25069,19242,0
U84960,Marilyn,Vanderpool,Basic,66283,66283,0
U49166,Padraic,North,Basic,27383,26113,0
U81896,Christine,Keith,Basic,22886,7572,0
U52031,Kirby,Wolk,Basic,61243,61243,0
U49176,Eloise,Lincoln,Basic,46115,46115,0
U41809,Paula,L'Engle,Basic,52059,47406,0
U80476,Polly,Bowie,Basic,47030,596,1
U94869,Laura,Jukes,Basic,74213,29652,0
U30998,Mabel,Wu,Basic,74040,18716,0
U28941,Erik,Appelt,Basic,67730,22874,0
U12462,Jacqueline,Byars,Basic,141,141,0
U38097,Eugene,Byars,Basic,11800,4658,0
U53389,Sid,Philbrick,Basic,38274,38274,0
U28875,Rhoda,Brubaker,Basic,28641,28641,0
U80882,Louise,Bell,Basic,7191,4771,0
U46897,Beverly,Lasky,Basic,64353,64353,0
U85218,Mildred,Hurd,Basic,30332,18830,0
U65042,Louis,Craighead,Elite,87676,84621,0
U14097,Arnold,Forbes,Basic,70123,10444,0
U20748,Doris,Robinson,Basic,59658,59658,0
U94185,Mari,Siegal,Basic,29690,3155,0
U34074,Jennifer,Baity,Basic,62156,62156,0
U30480,Eloise,Singmaster,Basic,28395,28395,0
U93600,Mildred,Larson,Basic,40031,40031,0
U88832,Arna,Sorensen,Basic,50864,48753,0
U26018,Dave,Appelt,Basic,25633,24152,0
U67552,Randall,Parrish,Basic,26836,1288,0
U66575,Arnold,Reilly,Basic,20239,8241,0
U27219,Ellen,Lin,Basic,21065,21065,0
U98119,Clare,Boston,Basic,73570,47729,0
U43968,Gerald,Huchet,Basic,19257,19257,0
U34178,Joyce,Snedeker,Basic,18512,4821,0
U79284,Nora,Wood,Basic,49558,49558,0
U46471,Isaac,Fenner,Basic,35426,35426,0
U85618,Meindert,Colum,Basic,707,699,0
U39835,Ralph,Jarrell,Basic,47756,14319,0
U22441,Paula,Ingalls,Basic,61970,23679,0
U92410,Jennie,Dean,Basic,56626,35421,1
U31656,Grace,North,Basic,24617,24617,1
U50288,Kathryn,Forbes,Basic,23845,1311,0
U91093,Florence,Seeger,Basic,59131,30952,0
U38028,Clara,Medina,Basic,36367,2006,0
U94380,Katherine,Schindler,Basic,38915,23627,0
U17241,Carole,Soontornvat,Basic,42999,16425,0
U19076,Scott,Yep,Basic,49801,49801,0
U49296,Eva,Gates,Basic,60988,48032,0
U16108,Jennifer,Lofting,Basic,9899,5444,0
U92972,Cyrus,Wu,Basic,56793,56793,0
U78095,Julius,Lawson,Elite,103866,902,1
U82199,Pam,Daugherty,Basic,42456,42456,0
U51239,Christopher,Seredy,Basic,47580,10849,0
U15853,Renée,Jones,Basic,31285,14689,1
U79871,Suzanne,dePaola,Elite,112907,47543,1
U38431,Aranka,Steig,Basic,68282,20958,0
U50331,Caroline,Treffinger,Basic,64667,64667,0
U12245,Eric,Yates,Basic,10064,2080,0
U67546,Susan,Yates,Basic,8286,6525,0
U51205,Polly,Cloyd,Elite,99922,78382,0
U82354,Thanhha,Warga,Basic,30769,30769,1
U32458,Dave,Roe,Basic,6845,5722,0
U59831,Tae,Sauer,Basic,45643,45643,1
U78032,Ester,Adams,Basic,23726,12027,0
U67291,Julia,Armstrong,Basic,15681,9234,0
U69021,Joan,Keatley,Basic,18726,18726,1
U59023,Cece,Colum,Basic,32414,17117,0
U93434,Cornelia,Snedeker,Basic,13706,13706,0
U48906,Irene,Marie,Basic,21611,4439,0
U60309,Carolyn,Kalashnikoff,Basic,72860,69843,0
U23659,Louis,Burglon,Basic,42099,8016,0
U68979,Thanhha,Kalashnikoff,Basic,30181,30181,0
U72673,Natalie,Jones,Basic,34869,20975,1
U49534,Jeanette,Hamilton,Basic,22410,19968,0
U52389,Susan,Hesse,Basic,43267,25690,0
U11484,Victoria,Eaton,Basic,73839,54341,0
U52935,Sulamith,Black,Basic,15307,851,0
U86719,Patricia,Hiranandani,Basic,69947,69947,0
U48259,Virginia,Lin,Basic,35960,35960,0
U80404,Hildegarde,Krumgold,Basic,51990,8292,0
U30028,Bill,Preus,Basic,51117,36782,0
U17532,Holly,Schindler,Basic,68899,30267,0
U82458,Jack,Boston,Elite,121090,86087,1
U91154,Katherine,Rankin,Elite,80240,41980,1
U77137,Clara,Singmaster,Basic,66415,66415,0
U66621,Emily,Jamieson,Basic,38660,38660,0
U86322,Timothy,Yep,Basic,49592,29041,0
U13762,Kadir,Louise,Basic,32180,31480,0
U69587,Florence,Marie,Basic,57695,57695,0
U98686,Sulamith,Rae,Basic,21678,20014,0
U82302,Nancy,Richard,Basic,44206,44206,0
U86736,Thanhha,Sauer,Basic,73275,73275,0
U50178,Linda,Henkes,Basic,70564,6179,0
U41305,Arna,Lincoln,Basic,16391,4875,0
U58440,Stephen,Gaylord,Basic,30588,28579,0
U99712,Sheila,Kelly,Basic,42466,33266,0
U88372,Cornelia,Malkus,Basic,50438,11212,0
U23248,Jeanetter,Taylor,Elite,107996,96333,1
U28663,Timothy,Rhoads,Basic,10579,10579,0
U15111,David,Highwater,Basic,43347,9436,0
U91513,Caroline,Paul,Basic,64307,42443,0
U52364,Florence,Kyle,Basic,44637,337,0
U84625,Esther,Burglon,Basic,42241,35553,0
U30728,Gordon,Stong,Basic,37889,35825,0
U18513,Ellen,Burglon,Basic,15952,1988,0
U52885,Gary,Farmer,Basic,33979,4052,0
U63377,Hugh,Gaylord,Basic,5238,3917,0
U76610,Allan,Kyle,Basic,52256,52256,0
U15966,Junyi,L'Engle,Basic,70556,16136,0
U40972,Margarita,Kalnay,Basic,26979,24119,0
U38986,Sheila,Reilly,Basic,1998,897,0
U57314,Alicia,Lauber,Basic,18268,18268,0
U43424,Ludwig,Gág,Basic,1819,1819,0
U70043,Marguerite,MacLachlan,Basic,51290,37862,0
U61605,Michele,Basil,Basic,2501,2045,1
U56507,Dorothy,Whalen,Basic,44458,44458,0
U92236,Sid,Talbott,Basic,69846,69846,0
U57061,Louise,Reilly,Basic,42838,23103,0
U44653,Arnold,Jewett,Basic,18115,9566,0
U56226,Jeanette,Louise,Basic,26331,17656,0
U50894,Dhan,Lauber,Basic,29107,26890,0
U28229,Beverly,Schaefer,Basic,6573,4982,0
U76058,Olivia,Choldenko,Basic,44840,37960,0
U81178,Jasmine,Lowry,Basic,32929,15049,0
U39289,Fein,Von,Basic,37160,37160,0
U84134,Pam,Bauer,Basic,50568,17505,0
U93730,Marguerite,Montgomery,Basic,37126,30710,1
U31333,Ashley,Sauer,Basic,43269,30489,0
U31624,Catherine,Creech,Basic,20081,20081,1
U42461,Caroline,Berry,Basic,9974,8869,0
U15996,Mary,Ryrie,Basic,59847,7108,0
U19459,Dave,Armstrong,Basic,10313,2648,0
U66507,Ann,Patron,Basic,64441,64441,0
U18814,Ellen,Ullman,Basic,28501,3932,0
U25957,Sterling,Neville,Elite,79341,79341,1
U78238,Marguerite,Fritz,Basic,37552,37552,0
U24603,Claire,Lawson,Basic,11082,9136,0
U67891,Dorothy,Lord,Basic,66398,66398,0
U81064,Norma,Gates,Basic,55342,1702,0
U70604,Cyrus,Snedeker,Basic,58605,58605,0
U13245,Constance,Roe,Basic,527,50,0
U82531,Ann,Paterson,Basic,32283,12787,0
U67221,Will,Bennett,Basic,63054,15558,0
U69630,Kevin,Bryan,Basic,26777,12405,0
U27109,Robert,Cleary,Basic,67063,67063,0
U84501,Johnson,Soontornvat,Basic,73474,39867,0
U95892,Carolyn,Malkus,Basic,8758,5933,1
U92930,Marilyn,Rae,Basic,72686,72686,0
U98468,Lois,Williams-Garcia,Basic,10493,7522,0
U30519,Carol,Kyle,Basic,69645,13661,0
U60514,Ian,Taylor,Basic,21894,10029,1
U25415,William,Kelly,Basic,19880,19880,0
U58593,Natalie,Rankin,Basic,57590,44983,0
U25383,Vince,Vanderpool,Basic,11774,9928,0
U15600,Ruth,Wood,Elite,122944,119659,1
U80322,Rachel,Jarvis,Basic,3570,1865,0
U22323,Kate,Forbes,Basic,43452,15824,0
U84660,Ellen,Konigsburg,Basic,7022,1086,0
U27840,Kimberly,Rylant,Basic,43391,19729,0
U59051,Ashley,Janet,Basic,50264,21456,0
U10579,Meindert,Jones,Elite,114136,92048,0
U31940,Fred,Marie,Basic,37542,7318,0
U27286,Sterling,Bashevis,Basic,54738,14192,0
U16264,Jerry,Craighead,Elite,92579,23224,0
U19936,Leo,Courlander,Basic,49609,49609,0
U89150,Eric,Gopal,Basic,56208,6725,0
U56764,Eleanor,Bashevis,Basic,63045,9582,0
U66776,Erik,Phillip,Basic,29225,27577,1
U61869,Jennifer,Gilbert,Elite,119326,1468,1
U87476,Nicholas,Roe,Basic,52383,22982,0
U84641,Doris,Hiaasen,Basic,23943,10651,0
U48799,Eloise,Ryrie,Basic,18768,7619,0
U58849,Margarita,Swift,Basic,32481,21848,0
U93751,Fein,Keatley,Basic,46972,17405,0
U36128,Louise,Gaylord,Basic,29198,29198,0
U39382,Marilyn,Phelan,Basic,34337,34337,0
U72965,Marguerite,Bashevis,Basic,4244,4135,0
U90914,Polly,Schaefer,Elite,93612,93612,1
U38743,Sheila,Hewes,Basic,8901,8751,0
U96536,Christine,Marshall,Basic,45848,21199,0
U82233,Edwin,Reynolds,Basic,18320,9987,0
U76808,Mabel,Selden,Basic,45753,18213,0
U90833,Bill,Fleischman,Basic,69571,69571,0
U79150,Lynne,Hawes,Basic,8682,7311,0
U26995,Sylvia,Wu,Basic,26934,9998,0
U71893,Jamake,Ish-Kishor,Basic,50864,22670,0
U63212,Nicholas,Weston,Basic,28044,6282,0
U38182,Esther,Hubbard,Basic,24398,7891,0
U84910,Elinor,Brittain,Basic,73462,1118,0
U38319,James,Hewes,Basic,438,438,0
U56195,Marguerite,Jukes,Basic,52004,52004,0
U66023,Cyrus,Engle,Basic,67374,67374,0
U73632,Bernard,Miles,Basic,16166,16166,0
U70484,Michele,Stolz,Basic,21583,11685,1
U77389,Carole,Watson,Basic,38425,12282,0
U19159,Ester,Cushman,Basic,39372,11422,0
U82862,Ester,Lenski,Basic,33495,32297,1
U18582,Vince,Bowen,Basic,36057,36057,0
U82790,Eloise,L'Engle,Basic,20207,3920,1
U53112,Valenti,Highwater,Basic,49176,49176,0
U15200,Ruth,Bowen,Basic,17106,16150,0
U55926,Elizabeth,Siegal,Basic,26695,26695,0
U34304,Will,Raskin,Basic,43455,33623,0
U91697,Margarita,Baity,Basic,61437,61437,0
U97977,Pam,White,Basic,30222,6698,0
U48916,Clara,Malkus,Basic,11324,11324,0
U99233,Michele,Bianco,Basic,22201,9388,0
U67760,Mabel,Paterson,Basic,10108,6771,0
U82515,Cynthia,Hiranandani,Basic,48690,44960,0
U52671,Audrey,Kyle,Basic,31209,1802,0
U29246,Rebecca,Sheinkin,Basic,63231,61367,0
U29752,Jane,Members,Basic,60006,56936,0
U21432,Polly,Wier,Basic,67428,3468,0
U15993,Meindert,Leslie,Basic,40576,36460,0
U45085,Valenti,Hewes,Basic,30809,24565,0
U66257,Kimberly,Willem,Basic,73824,32706,0
U30473,Rita,Moon,Basic,40706,40706,0
U40299,Valenti,Kherdian,Basic,54185,4261,0
U85022,Susan,James,Basic,5475,1825,1
U41524,Holly,Yep,Basic,46142,30311,0
U77561,Louise,Rourke,Basic,15788,12919,0
U64392,Pam,Small,Basic,49976,3752,0
U10499,Marilyn,Sidman,Basic,38135,5689,0
U73388,Grace,Lee,Basic,35488,35220,0
U72605,Hatem,Bemelmans,Basic,28363,16931,0
U27920,Arnold,Allee,Basic,56989,56989,0
U71792,Jeanette,dePaola,Basic,11564,11564,0
U79932,Erin,White,Basic,49020,7767,0
U86233,Katherine,Miles,Basic,25376,3833,0
U27990,Johnson,Kalnay,Basic,13991,13991,0
U23966,Phil,Gilbert,Basic,7883,2981,0
U83415,Thanhha,Cooper,Basic,7908,555,0
U92360,Timothy,Meigs,Basic,26891,5325,0
U91627,Audrey,Hamilton,Basic,33043,33043,0
U98194,Eva,Schoenherr,Basic,47288,807,0
U28334,Bette,Hewes,Basic,23619,4437,0
U72365,Gordon,Law,Basic,5268,670,1
U87576,Catherine,Keatley,Elite,77168,77168,1
U19800,Erin,Jarvis,Basic,13667,5986,0
U72718,Lynne,Allee,Basic,70963,38755,0
U37338,Arthur,George,Basic,53047,39058,0
U53597,Phil,Gould,Basic,67544,63385,0
U68376,Jack,Sperry,Basic,32142,32142,1
U25942,Leo,Wojciechowska,Basic,21199,9579,0
U32003,Irene,Wolk,Basic,60260,31245,0
U91613,Sulamith,Krumgold,Basic,24316,21336,0
U28699,Sid,Steig,Basic,49862,22041,0
U57835,Richard,McKinley,Basic,12203,8860,0
U59892,Phyllis,Byars,Basic,21964,18137,0
U57867,Norma,Armstrong,Basic,60988,60988,0
U23065,Erin,Carson,Basic,30481,30481,0
U38566,Carolyn,Henry,Basic,32830,22915,0
U47653,Veera,Brubaker,Basic,69966,7406,0
U60144,Padraic,Forbes,Basic,57173,25980,0
U71663,Cyrus,Turnage,Basic,73886,67762,0
U72532,Alicia,Engle,Basic,23157,16128,0
U98935,William,Phillip,Basic,9311,1286,0
U76563,Madeleine,Henry,Basic,5098,4964,0
U26574,Matt,Rae,Basic,45053,3333,0
U92229,Sorche,Foster,Basic,17310,1036,0
U50706,Eunice,Savage,Basic,43814,43814,0
U96837,Nancy,Hubbard,Basic,21420,1809,0
U43508,Mary,Bowie,Basic,9841,5231,0
U64447,Ingrid,Yates,Basic,5812,3599,0
U63719,Patricia,Hewes,Basic,49661,49661,0
U41607,Elsie,Alexander,Basic,38466,19168,0
U28810,Cece,Cleary,Basic,67475,67475,0
U14107,Sheila,Sachar,Basic,53949,53949,0
U46162,David,Hewes,Basic,30412,30412,0
U80728,Genevieve,Bashevis,Basic,19759,19759,0
U48033,Arna,Bryan,Elite,115909,66818,1
U25027,Florence,Brubaker,Basic,72828,72828,0
U13707,Alan,Lobel,Basic,8121,5151,0
U94692,Marguerite,Gates,Basic,14105,771,0
U92221,Polly,Edmonds,Basic,45327,19471,0
U85426,Carol,Voigt,Basic,71937,71937,0
U67365,Pam,Gould,Basic,5198,3094,0
U53441,Gennifer,Caudill,Basic,10239,30,0
U39145,Robert,Sauer,Basic,14069,14069,0
U11381,Mildred,Malkus,Basic,2613,1627,1
U67511,Fein,Krumgold,Basic,72367,72367,0
U46843,Cyrus,Moon,Basic,11380,6722,0
U31923,Nancy,Craighead,Basic,45212,22130,0
U69394,Katherine,MacLachlan,Basic,64304,60684,0
U40847,Paula,Applegate,Basic,26412,481,0
U54515,Jennifer,Angelo,Basic,58213,22137,0
U58315,Carole,Cloyd,Basic,65191,65191,0
U47891,Idwal,DiCamillo,Basic,22779,17220,0
U19084,Jack,Coatsworth,Basic,29397,29397,0
U37486,Gennifer,Gurko,Elite,87508,26445,0
U68036,Alida,Brittain,Basic,53744,9745,0
U48468,Irene,Cleary,Basic,27776,7915,0
U61357,Idwal,Reynolds,Basic,30985,3090,0
U45551,Jason,Baity,Basic,33221,13486,0
U60272,Bette,Finger,Basic,19413,6406,0
U45173,Monica,Kherdian,Basic,41943,31353,0
U83633,Maia,Estes,Basic,59005,24690,0
